,Restaurant,Borough,Neighborhood,Postcode,CUISINE DESCRIPTION,GRADE,Address,Coordinates,latitude,longitude
498,MISS LILY'S 7A,MANHATTAN,AVENUE A,10009,Caribbean,A,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
499,MISS LILY'S 7A,MANHATTAN,AVENUE A,10009,Caribbean,B,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
500,ROSA MEXICANO,MANHATTAN,FIRST AVENUE,10022,Mexican,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
501,DUFFY'S,STATEN ISLAND,FOREST AVENUE,10310,American,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
502,LATOURETTE GOLF COURSE,STATEN ISLAND,RICHMOND HILL ROAD,10306,American,A,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
503,DYKER BEACH GOLF (GRILL ROOM),BROOKLYN,86th Street,11228,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
504,DYKER BEACH GOLF (GRILL ROOM),BROOKLYN,86th Street,11228,American,B,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
505,COOGAN'S,MANHATTAN,BROADWAY,10032,American,A,"Washington Heights, Manhattan Community Board 12, Manhattan, New York County, NYC, New York, USA","530 W 166th St #1, New York, NY 10032, USA",40.8391902,-73.93962069999999
506,TOMMY'S PIZZA,BRONX,EAST TREMONT AVENUE,10465,Pizza,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
507,PARNELL'S PUB,MANHATTAN,EAST   53 STREET,10022,Irish,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
508,PARNELL'S PUB,MANHATTAN,EAST   53 STREET,10022,Irish,B,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
509,LA FE RESTAURANT,BROOKLYN,4 AVENUE,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"Градска општина Вождовац, Град Београд, Централна Србија, 11040, Србија","Voždovac, Serbia",44.6711569,20.5029521
510,OCEAN DRAGON RESTAURANT,MANHATTAN,10 AVENUE,10019,Chinese,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
511,COBBLESTONE PUB,QUEENS,QUEENS BOULEVARD,11375,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
512,O'SULLIVAN'S PUB,BROOKLYN,3 AVENUE,11209,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
513,PIZZA WAGON,BROOKLYN,5 AVENUE,11209,Pizza,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
514,RUSSIAN TURKISH BATHS,MANHATTAN,EAST   10 STREET,10009,Russian,Z,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
515,RUSSIAN TURKISH BATHS,MANHATTAN,EAST   10 STREET,10009,Russian,A,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
516,IL TOSCANO RISTORANTE,QUEENS,235 STREET,11363,Italian,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
517,GABY'S PIZZA,QUEENS,HILLSIDE AVENUE,11423,Pizza,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
518,VERDI RESTAURANT,QUEENS,CROSS ISLAND PARKWAY,11357,Italian,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
519,THE CORNELIA STREET CAFE,MANHATTAN,CORNELIA STREET,10014,Californian,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
520,THE CORNELIA STREET CAFE,MANHATTAN,CORNELIA STREET,10014,Californian,B,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
521,THE CORNELIA STREET CAFE,MANHATTAN,CORNELIA STREET,10014,Californian,P,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
522,LE BERNARDIN,MANHATTAN,W 51ST ST,10019,French,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
523,THE GROTTO,MANHATTAN,NEW STREET,10004,Pizza,A,"新竹縣, 臺灣省, Taiwan","Hsinchu County, Taiwan",24.8387226,121.0177246
524,BRANDY'S PIANO BAR,MANHATTAN,EAST   84 STREET,10028,American,B,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
525,BRANDY'S PIANO BAR,MANHATTAN,EAST   84 STREET,10028,American,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
526,REAL MADRID RESTAURANT,STATEN ISLAND,FOREST AVENUE,10303,Spanish,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
527,REAL MADRID RESTAURANT,STATEN ISLAND,FOREST AVENUE,10303,Spanish,B,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
528,CANLON'S RESTAURANT,STATEN ISLAND,NORTH RAILROAD AVENUE,10306,Italian,A,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
529,COUSIN JOHN'S CAFE AND BAKERY,BROOKLYN,7 AVENUE,11217,Bakery,A,"Naujosios Vilnios seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva","Naujoji Vilnia eldership, Vilnius, Lithuania",54.6834271,25.3847759
530,LAST STOP (AI & JI) RESTAURANT,BRONX,BROADWAY,10471,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
531,RUSSIAN SAMOVAR,MANHATTAN,WEST   52 STREET,10019,Russian,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
532,PIZZA D'ORO,STATEN ISLAND,VICTORY BOULEVARD,10314,Pizza,A,"Todt Hill, Staten Island, Richmond County, NYC, New York, 10304, USA","Todt Hill, Staten Island, NY, USA",40.5975007,-74.10189749999999
533,MCDONALD'S,BROOKLYN,PENNSYLVANIA AVENUE,11207,Hamburgers,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
534,PHIL & SONS RESTAURANT & PIZZERIA,QUEENS,MAIN STREET,11355,Pizza/Italian,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
535,PHIL & SONS RESTAURANT & PIZZERIA,QUEENS,MAIN STREET,11355,Pizza/Italian,B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
536,LA MELA RESTAURANT,MANHATTAN,MULBERRY STREET,10013,Italian,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
537,PJ MORANS,MANHATTAN,EAST   48 STREET,10017,Irish,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW","Keelung City, Taiwan",25.1276033,121.7391833
538,OMEGA COFFEE SHOP,QUEENS,32 AVENUE,11361,American,A,"القاهرة, محافظة القاهرة, مصر","Cairo, Cairo Governorate, Egypt",30.0444196,31.2357116
539,FRIEND OF A FARMER,MANHATTAN,IRVING PLACE,10003,American,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
540,FRIEND OF A FARMER,MANHATTAN,IRVING PLACE,10003,American,B,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
541,DREAM PIZZA,QUEENS,JUNCTION BOULEVARD,11368,Pizza,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
542,IRENE'S PLACE,BROOKLYN,MANHATTAN AVENUE,11222,Polish,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
543,KANES DELI DINER,QUEENS,COLLEGE POINT BOULEVARD,11355,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
544,VESELKA RESTAURANT,MANHATTAN,SECOND AVENUE,10003,Eastern European,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
545,VESELKA RESTAURANT,MANHATTAN,SECOND AVENUE,10003,Eastern European,P,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
546,WHITE CASTLE,BROOKLYN,PENNSYLVANIA AVENUE,11207,Hamburgers,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
547,J & R PIZZA,BROOKLYN,KINGS HIGHWAY,11229,Pizza,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
548,CHEZ JOSEPHINE,MANHATTAN,W 42ND ST,10036,French,B,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
549,CHEZ JOSEPHINE,MANHATTAN,W 42ND ST,10036,French,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
550,"DUNKIN', BASKIN ROBBINS",QUEENS,HILLSIDE AVENUE,11004,Donuts,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
551,VICTORY SWEET SHOP,QUEENS,STEINWAY STREET,11105,Bakery,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
552,VICTORY SWEET SHOP,QUEENS,STEINWAY STREET,11105,Bakery,C,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
553,CAPPUCCINO CAFE,BROOKLYN,3 AVENUE,11209,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
554,PANGEA RESTAURANT,MANHATTAN,2 AVENUE,10003,Mediterranean,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
555,AUTOMATIC SLIMS,MANHATTAN,WASHINGTON STREET,10014,American,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
556,CLOISTER CAFE,MANHATTAN,EAST    9 STREET,10003,American,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA","59 E 4th St, New York, NY 10003, USA",40.727026,-73.9908526
557,JIMBO'S HAMBURGER PLACE,MANHATTAN,FIRST AVENUE,10022,American,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
558,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,BROOKLYN,5 AVENUE,11217,American,A,"Naujosios Vilnios seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva","Naujoji Vilnia eldership, Vilnius, Lithuania",54.6834271,25.3847759
559,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,BROOKLYN,5 AVENUE,11217,American,B,"Naujosios Vilnios seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva","Naujoji Vilnia eldership, Vilnius, Lithuania",54.6834271,25.3847759
560,LATTANZI,MANHATTAN,WEST   46 STREET,10036,Italian,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
561,LATTANZI,MANHATTAN,WEST   46 STREET,10036,Italian,B,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
562,PIZZA GARDEN,QUEENS,NORTHERN BOULEVARD,11358,Pizza,A,"Östermalm, Östermalms stadsdelsområde, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Östermalm, Stockholm, Sweden",59.3376963,18.0900386
563,ISLAND,MANHATTAN,MADISON AVENUE,10128,Seafood,A,"Crocetta, Torino, TO, PIE, Italia","Crocetta, Torino TO, Italy",45.0583636,7.6658272
564,EASTWOOD MANOR,BRONX,EASTCHESTER ROAD,10469,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
565,SALUMERIA BEILLESE/ BIRICCHINO REST,MANHATTAN,8 AVENUE,10001,Italian,A,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
566,SALUMERIA BEILLESE/ BIRICCHINO REST,MANHATTAN,8 AVENUE,10001,Italian,P,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
567,ACADEMY RESTAURAUNT,BROOKLYN,LAFAYETTE AVENUE,11217,American,A,"Naujosios Vilnios seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva","Naujoji Vilnia eldership, Vilnius, Lithuania",54.6834271,25.3847759
568,PARK PLAZA RESTAURANT,BROOKLYN,CADMAN PLAZA WEST,11201,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
569,SAM'S PLACE,MANHATTAN,EAST   39 STREET,10016,Italian,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
570,RAY'S PIZZA,MANHATTAN,7 AVENUE,10019,Pizza,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
571,HUNTER'S STEAK & ALE HOUSE,BROOKLYN,FOURTH AVENUE,11209,Steak,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
572,LJUBO'S PIZZERIA,BRONX,WESTCHESTER SQUARE,10461,Pizza/Italian,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
573,DAKOTA DINER,STATEN ISLAND,RICHMOND AVENUE,10314,American,A,"Todt Hill, Staten Island, Richmond County, NYC, New York, 10304, USA","Todt Hill, Staten Island, NY, USA",40.5975007,-74.10189749999999
574,PRIMOLA RESTAURANT,MANHATTAN,SECOND AVENUE,10065,Italian,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
575,ARIRANG HIBACHI STEAK HOUSE,STATEN ISLAND,NELSON AVENUE,10308,Japanese,A,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
576,COUNTRY DONUTS,STATEN ISLAND,AMBOY ROAD,10312,Donuts,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
577,JACKS FIRE DEPARTMENT,QUEENS,SKILLMAN AVENUE,11104,American,B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
578,JACKS FIRE DEPARTMENT,QUEENS,SKILLMAN AVENUE,11104,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
579,VENICE PIZZA,BRONX,UNIONPORT ROAD,10462,Pizza,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
580,PIZZA PLUS,BROOKLYN,SEVENTH AVENUE,11215,Pizza,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
581,NILES RESTAURANT,MANHATTAN,7 AVENUE,10001,American,A,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
582,TASTY'S,QUEENS,MYRTLE AVENUE,11385,American,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
583,TASTY'S,QUEENS,MYRTLE AVENUE,11385,American,B,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
584,OAKLAND CAFETERIA/QUEENSBOROUGH COMMUNITY COLLEGE,QUEENS,56 AVENUE,11364,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
585,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,QUEENS,56 AVENUE,11364,American,Z,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
586,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,QUEENS,56 AVENUE,11364,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
587,NEW YORK UNIVERSITY - LAW SCHOOL,MANHATTAN,WEST THIRD STREET,10012,American,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
588,ERIN'S ISLE,QUEENS,CROSS ISLAND PARKWAY,11357,Italian,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
589,WESTSIDE RESTAURANT,MANHATTAN,BROADWAY,10023,American,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
590,SAL AND CARMINE PIZZA,MANHATTAN,BROADWAY,10025,Pizza,A,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
591,SAL AND CARMINE PIZZA,MANHATTAN,BROADWAY,10025,Pizza,P,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
592,CUBBYHOLE,MANHATTAN,WEST   12 STREET,10014,American,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
593,WHITE CASTLE,QUEENS,NORTHERN BOULEVARD,11361,Hamburgers,A,"القاهرة, محافظة القاهرة, مصر","Cairo, Cairo Governorate, Egypt",30.0444196,31.2357116
594,PERIYALI,MANHATTAN,WEST   20 STREET,10011,Greek,A,"Hudson Yards, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
595,CLUB METROPOLITAN,MANHATTAN,WEST   57 STREET,10019,American,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
596,FRANK'S SOUP BOWL,BRONX,BRONXWOOD AVENUE,10469,Caribbean,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
597,COPPER KETTLE,QUEENS,SKILLMAN AVENUE,11377,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
598,SANREMO PIZZA,QUEENS,MYRTLE AVENUE,11385,Pizza,Z,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
599,SANREMO PIZZA,QUEENS,MYRTLE AVENUE,11385,Pizza,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
600,ARNO RISTORANTE,MANHATTAN,WEST   38 STREET,10018,Italian,A,"新竹市, 臺灣省, TW","Hsinchu, East District, Hsinchu City, Taiwan",24.8138287,120.9674798
601,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),QUEENS,56 AVENUE,11364,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
602,WHITE CASTLE,BROOKLYN,ATLANTIC AVENUE,11208,Hamburgers,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
603,LUPE'S EAST L.A. KITCHEN,MANHATTAN,AVENUE OF THE AMERICAS,10013,Mexican,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
604,DUE,MANHATTAN,THIRD AVENUE,10075,Italian,A,"Upper East Side, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
605,LA CASA DEL POLLO RESTAURANT,QUEENS,ROOSEVELT AVENUE,11372,Chicken,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
606,WHITE CASTLE,BRONX,BRUCKNER BOULEVARD,10472,Hamburgers,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
607,DA UMBERTO RESTAURANT,MANHATTAN,WEST   17 STREET,10011,Italian,A,"Hudson Yards, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
608,WHITE CASTLE,BRONX,EAST FORDHAM ROAD,10458,Hamburgers,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
609,FLATS FIX / TACO Y TEQUILA BAR,MANHATTAN,EAST   23 STREET,10010,Mexican,A,"嘉義縣, 臺灣省, TW","Chiayi County, Taiwan",23.4518428,120.2554615
610,FLATS FIX / TACO Y TEQUILA BAR,MANHATTAN,EAST   23 STREET,10010,Mexican,B,"嘉義縣, 臺灣省, TW","Chiayi County, Taiwan",23.4518428,120.2554615
611,JIMMY MAX RESTAURANT,STATEN ISLAND,WATCHOGUE ROAD,10314,American,C,"Todt Hill, Staten Island, Richmond County, NYC, New York, 10304, USA","Todt Hill, Staten Island, NY, USA",40.5975007,-74.10189749999999
612,JIMMY MAX RESTAURANT,STATEN ISLAND,WATCHOGUE ROAD,10314,American,B,"Todt Hill, Staten Island, Richmond County, NYC, New York, 10304, USA","Todt Hill, Staten Island, NY, USA",40.5975007,-74.10189749999999
613,PECULIAR PUB,MANHATTAN,BLEECKER STREET,10012,American,A,"SoHo, Manhattan Community Board 2, Manhattan, New York County, NYC, New York, 10012, USA","3 Washington Square Village #1A, New York, NY 10012, USA",40.7278058,-73.9979716
614,CAFE LALO,MANHATTAN,WEST   83 STREET,10024,CafÃ©/Coffee/Tea,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
615,CAFE LALO,MANHATTAN,WEST   83 STREET,10024,CafÃ©/Coffee/Tea,B,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
616,ARTURO'S PIZZA,BRONX,BROADWAY,10463,Pizza,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
617,WALNUT BUS STOP,BRONX,EAST  134 STREET,10454,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
618,ROSEBANK TAVERN,STATEN ISLAND,BAY STREET,10305,American,A,"Todt Hill, Staten Island, Richmond County, NYC, New York, 10304, USA","Todt Hill, Staten Island, NY, USA",40.5975007,-74.10189749999999
619,ROSEBANK TAVERN,STATEN ISLAND,BAY STREET,10305,American,B,"Todt Hill, Staten Island, Richmond County, NYC, New York, 10304, USA","Todt Hill, Staten Island, NY, USA",40.5975007,-74.10189749999999
620,TRATTORIA DELLA ARTE,MANHATTAN,7 AVENUE,10106,Italian,A,"Santo Domingo De Guzmán, Distrito Nacional, R.D.","Distrito Nacional, Santo Domingo, Dominican Republic",18.4860575,-69.93121169999999
621,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,BROOKLYN,18 AVENUE,11218,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
622,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,BROOKLYN,18 AVENUE,11218,American,B,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
623,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,BROOKLYN,18 AVENUE,11218,American,P,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
624,WESTWAY DINER,MANHATTAN,9 AVENUE,10036,American,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
625,WESTWAY DINER,MANHATTAN,9 AVENUE,10036,American,C,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
626,T.G.I. FRIDAY'S,MANHATTAN,BROADWAY,10006,American,A,"Financial District, Manhattan Community Board 1, Manhattan, New York County, NYC, New York, USA","100 Gold St # 2, New York, NY 10038, USA",40.7102606,-74.0035348
627,WENDY'S,BRONX,WESTCHESTER AVENUE,10462,Hamburgers,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
628,MASAWA,MANHATTAN,AMSTERDAM AVENUE,10027,Ethiopian,A,"Harlem, Manhattan Community Board 10, Manhattan, New York County, NYC, New York, USA","215 W 125th St #4, New York, NY 10027, USA",40.8096656,-73.94905779999999
629,MASAWA,MANHATTAN,AMSTERDAM AVENUE,10027,Ethiopian,B,"Harlem, Manhattan Community Board 10, Manhattan, New York County, NYC, New York, USA","215 W 125th St #4, New York, NY 10027, USA",40.8096656,-73.94905779999999
630,SOB's,MANHATTAN,VARICK STREET,10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
631,WALKER'S RESTAURANT,MANHATTAN,NORTH MOORE STREET,10013,American,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
632,HOLLAND BAR,MANHATTAN,9 AVENUE,10018,American,C,"新竹市, 臺灣省, TW","Hsinchu, East District, Hsinchu City, Taiwan",24.8138287,120.9674798
633,HOLLAND BAR,MANHATTAN,9 AVENUE,10018,American,A,"新竹市, 臺灣省, TW","Hsinchu, East District, Hsinchu City, Taiwan",24.8138287,120.9674798
